0|0|0|107|130|152|"Wet"|"127808722"|"77720151"
107|130|152|183|183|183|"Wet"|"127808722"|"77720152"
0|0|0|107|130|152|"Wet"|"127808721"|"77720149"
107|130|152|183|183|183|"Wet"|"127808721"|"77720150"
0|0|0|107|130|152|"Wet"|"127808720"|"77720147"
107|130|152|183|183|183|"Wet"|"127808720"|"77720148"
0|0|0|107|130|152|"Wet"|"127808698"|"77720133"
107|130|152|183|183|183|"Wet"|"127808698"|"77720134"
0|0|0|107|130|152|"Wet"|"127808697"|"77720131"
107|130|152|183|183|183|"Wet"|"127808697"|"77720132"
0|0|0|107|130|152|"Wet"|"127808696"|"77720129"
107|130|152|183|183|183|"Wet"|"127808696"|"77720130"
0|0|0|107|130|152|"Wet"|"127808422"|"77720053"
107|130|152|183|183|183|"Wet"|"127808422"|"77720054"
0|0|0|107|130|152|"Wet"|"127808421"|"77720051"
107|130|152|183|183|183|"Wet"|"127808421"|"77720052"
0|0|0|107|130|152|"Wet"|"127808420"|"77720049"
107|130|152|183|183|183|"Wet"|"127808420"|"77720050"
