"Ustic"|"12126330"|"3834278"
"Ustic"|"12126419"|"3834307"
"Ustic"|"12126462"|"3834335"
"Ustic"|"12126461"|"3834334"
"Ustic"|"12126460"|"3834333"
"Ustic"|"12126459"|"3834332"
"Ustic"|"12126406"|"3834304"
"Ustic"|"12126403"|"3834303"
"Ustic"|"12126468"|"3834341"
"Ustic"|"12126467"|"3834340"
"Ustic"|"12126401"|"3834302"
"Ustic"|"12126386"|"3834300"
"Ustic"|"12126385"|"3834299"
"Ustic"|"12126378"|"3834296"
"Ustic"|"12126447"|"3834320"
"Aquic"|"12126446"|"3834319"
"Ustic"|"12126445"|"3834318"
"Ustic"|"12126327"|"3834277"
