"mixed"|"12126327"|"9468758"
"mixed"|"12126445"|"9468805"
"mixed"|"12126446"|"9468806"
"mixed"|"12126447"|"9468807"
"mixed"|"12126378"|"9468778"
"mixed"|"12126385"|"9468781"
"mixed"|"12126386"|"9468782"
"mixed"|"12126401"|"9468788"
"mixed"|"12126467"|"9468827"
"mixed"|"12126468"|"9468828"
"mixed"|"12126403"|"9468789"
"mixed"|"12126406"|"9468790"
"smectitic"|"12126459"|"9468819"
"mixed"|"12126460"|"9468820"
"smectitic"|"12126461"|"9468821"
"smectitic"|"12126462"|"9468822"
"smectitic"|"12126419"|"9468794"
"mixed"|"12126330"|"9468759"
