"mixed"|"12574696"|"9801097"
"mixed"|"12574695"|"9801096"
"mixed"|"12574694"|"9801095"
"mixed"|"12574693"|"9801094"
"mixed"|"12574692"|"9801093"
"mixed"|"12574720"|"9801119"
"mixed"|"12574719"|"9801118"
"mixed"|"12574682"|"9801085"
"mixed"|"12574681"|"9801084"
"mixed"|"12574680"|"9801083"
"mixed"|"12574783"|"9801172"
"smectitic"|"12574782"|"9801171"
"mixed"|"12574743"|"9801139"
"illitic"|"12574742"|"9801138"
"mixed"|"12574741"|"9801137"
"mixed"|"12574670"|"9801073"
"mixed"|"12574668"|"9801071"
"mixed"|"12574667"|"9801070"
"mixed"|"12574666"|"9801069"
"smectitic"|"12574718"|"9801117"
"smectitic"|"12574717"|"9801116"
"smectitic"|"12574659"|"9801063"
"smectitic"|"12574658"|"9801062"
"smectitic"|"12574657"|"9801061"
"mixed"|"12574713"|"9801112"
"smectitic"|"12574712"|"9801111"
"mixed"|"12574711"|"9801110"
"illitic"|"12574648"|"9801052"
"mixed"|"12574647"|"9801051"
"mixed"|"12574646"|"9801050"
"mixed"|"12574716"|"9801115"
"mixed"|"12574715"|"9801114"
"mixed"|"12574714"|"9801113"
"mixed"|"12574737"|"9801135"
