"mixed"|"11727153"|"9127542"
"mixed"|"11727152"|"9127541"
"mixed"|"11727151"|"9127540"
"montmorillonitic"|"11727171"|"9127560"
"mixed"|"11727170"|"9127559"
"mixed"|"11727279"|"9127664"
"mixed"|"11727278"|"9127663"
"mixed"|"11727146"|"9127535"
"mixed"|"11727145"|"9127534"
"mixed"|"11727144"|"9127533"
"mixed"|"11727143"|"9127532"
"mixed"|"11727142"|"9127531"
"smectitic"|"11727169"|"9127558"
"smectitic"|"11727168"|"9127557"
"mixed"|"11727167"|"9127556"
"mixed"|"11727267"|"9127652"
"montmorillonitic"|"11727266"|"9127651"
"mixed"|"11727265"|"9127650"
"mixed"|"11727264"|"9127649"
"mixed"|"11727254"|"9127639"
"mixed"|"11727253"|"9127638"
"mixed"|"11727252"|"9127637"
"mixed"|"11727251"|"9127636"
"mixed"|"11727245"|"9127630"
"mixed"|"11727244"|"9127629"
"mixed"|"11727243"|"9127628"
"mixed"|"11727242"|"9127627"
"mixed"|"11727407"|"9127784"
"mixed"|"11727406"|"9127783"
"mixed"|"11727405"|"9127782"
"mixed"|"11727404"|"9127781"
"mixed"|"11727403"|"9127780"
"mixed"|"11727402"|"9127779"
"mixed"|"11727401"|"9127778"
"mixed"|"11727201"|"9127588"
"mixed"|"11727447"|"9127824"
"mixed"|"11727446"|"9127823"
"mixed"|"11727442"|"9127819"
"mixed"|"11727441"|"9127818"
