0|0|0|76|76|152|"Moist"|"122537694"|"73993699"
76|76|152|203|203|203|"Wet"|"122537694"|"73993700"
0|0|0|107|107|183|"Moist"|"122537693"|"73993697"
107|107|183|203|203|203|"Wet"|"122537693"|"73993698"
0|0|0|122|122|198|"Moist"|"122537692"|"73993695"
122|122|198|203|203|203|"Wet"|"122537692"|"73993696"
0|0|0|107|107|183|"Moist"|"122537691"|"73993693"
107|107|183|203|203|203|"Wet"|"122537691"|"73993694"
0|0|0|91|91|168|"Moist"|"122537690"|"73993691"
91|91|168|203|203|203|"Wet"|"122537690"|"73993692"
0|0|0|61|61|137|"Moist"|"122537689"|"73993689"
61|61|137|203|203|203|"Wet"|"122537689"|"73993690"
0|0|0|46|46|122|"Moist"|"122537688"|"73993687"
46|46|122|203|203|203|"Wet"|"122537688"|"73993688"
0|0|0|30|30|107|"Moist"|"122537687"|"73993685"
30|30|107|203|203|203|"Wet"|"122537687"|"73993686"
0|0|0|46|46|122|"Moist"|"122537686"|"73993683"
46|46|122|203|203|203|"Wet"|"122537686"|"73993684"
0|0|0|76|76|152|"Moist"|"122537685"|"73993681"
76|76|152|203|203|203|"Wet"|"122537685"|"73993682"
0|0|0|91|91|168|"Moist"|"122537684"|"73993679"
91|91|168|203|203|203|"Wet"|"122537684"|"73993680"
0|0|0|91|91|168|"Moist"|"122537683"|"73993677"
91|91|168|203|203|203|"Wet"|"122537683"|"73993678"
46|46|91|203|203|203|"Wet"|"122537682"|"73993675"
0|0|0|46|46|91|"Moist"|"122537682"|"73993676"
76|76|107|203|203|203|"Wet"|"122537681"|"73993673"
0|0|0|76|76|107|"Moist"|"122537681"|"73993674"
91|91|122|203|203|203|"Wet"|"122537680"|"73993671"
0|0|0|91|91|122|"Moist"|"122537680"|"73993672"
0|0|0|76|76|107|"Moist"|"122537679"|"73993669"
76|76|107|203|203|203|"Wet"|"122537679"|"73993670"
61|61|107|203|203|203|"Wet"|"122537678"|"73993667"
0|0|0|61|61|107|"Moist"|"122537678"|"73993668"
30|30|61|203|203|203|"Wet"|"122537677"|"73993665"
0|0|0|30|30|61|"Moist"|"122537677"|"73993666"
15|15|61|203|203|203|"Wet"|"122537676"|"73993663"
0|0|0|15|15|61|"Moist"|"122537676"|"73993664"
0|0|30|203|203|203|"Wet"|"122537675"|"73993661"
0|0|0|0|0|30|"Moist"|"122537675"|"73993662"
15|15|61|203|203|203|"Wet"|"122537674"|"73993659"
0|0|0|15|15|61|"Moist"|"122537674"|"73993660"
0|0|0|203|203|203|"Moist"|"122537743"|"73993749"
0|0|0|203|203|203|"Moist"|"122537744"|"73993750"
0|0|0|203|203|203|"Moist"|"122537745"|"73993751"
0|0|0|203|203|203|"Moist"|"122537746"|"73993752"
0|0|0|203|203|203|"Moist"|"122537747"|"73993753"
0|0|0|203|203|203|"Moist"|"122537748"|"73993754"
0|0|0|203|203|203|"Moist"|"122537749"|"73993755"
0|0|0|203|203|203|"Moist"|"122537750"|"73993756"
0|0|0|203|203|203|"Moist"|"122537751"|"73993757"
0|0|0|203|203|203|"Moist"|"122537752"|"73993758"
0|0|0|203|203|203|"Moist"|"122537753"|"73993759"
0|0|0|203|203|203|"Moist"|"122537754"|"73993760"
0|0|0|61|92|122||"122537755"|"73993761"
61|92|122|183|183|183|"Wet"|"122537755"|"73993762"
0|0|0|61|92|122||"122537756"|"73993763"
61|92|122|183|183|183|"Wet"|"122537756"|"73993764"
0|0|0|61|92|122||"122537757"|"73993765"
61|92|122|183|183|183|"Wet"|"122537757"|"73993766"
0|0|0|61|92|122||"122537758"|"73993767"
61|92|122|183|183|183|"Wet"|"122537758"|"73993768"
0|0|0|61|92|122||"122537759"|"73993769"
61|92|122|183|183|183|"Wet"|"122537759"|"73993770"
0|0|0|61|92|122||"122537762"|"73993771"
61|92|122|183|183|183|"Wet"|"122537762"|"73993772"
0|0|0|61|92|122||"122537763"|"73993773"
61|92|122|183|183|183|"Wet"|"122537763"|"73993774"
0|0|0|61|92|122||"122537764"|"73993775"
61|92|122|183|183|183|"Wet"|"122537764"|"73993776"
0|0|0|61|92|122||"122537765"|"73993777"
61|92|122|183|183|183|"Wet"|"122537765"|"73993778"
0|0|0|0|15|30||"122537767"|"73993779"
0|15|30|183|183|183|"Wet"|"122537767"|"73993780"
0|0|0|0|15|30||"122537768"|"73993781"
0|15|30|183|183|183|"Wet"|"122537768"|"73993782"
0|0|0|0|15|30||"122537769"|"73993783"
0|15|30|183|183|183|"Wet"|"122537769"|"73993784"
0|0|0|0|15|30||"122537770"|"73993785"
0|15|30|183|183|183|"Wet"|"122537770"|"73993786"
0|0|0|0|15|30||"122537771"|"73993787"
0|15|30|183|183|183|"Wet"|"122537771"|"73993788"
0|0|0|0|15|30||"122537774"|"73993789"
0|15|30|183|183|183|"Wet"|"122537774"|"73993790"
46|46|91|203|203|203|"Wet"|"122537673"|"73993657"
0|0|0|46|46|91|"Moist"|"122537673"|"73993658"
0|0|0|61|61|107|"Moist"|"122537672"|"73993655"
61|61|107|203|203|203|"Wet"|"122537672"|"73993656"
0|0|0|61|61|107|"Moist"|"122537671"|"73993653"
61|61|107|203|203|203|"Wet"|"122537671"|"73993654"
0|0|0|203|203|203|"Moist"|"122537670"|"73993652"
0|0|0|203|203|203|"Moist"|"122537669"|"73993651"
0|0|0|203|203|203|"Moist"|"122537668"|"73993650"
0|0|0|203|203|203|"Moist"|"122537667"|"73993649"
0|0|0|203|203|203|"Moist"|"122537666"|"73993648"
0|0|0|203|203|203|"Moist"|"122537665"|"73993647"
