|12||"POCA19"|"Populus ×canadensis [deltoides × nigra]"|"Carolina poplar"|"12574272"|"71158795"
|12||"PODE3"|"Populus deltoides"|"eastern cottonwood"|"12574272"|"71159186"
|5||"PSME"|"Pseudotsuga menziesii"|"Douglas fir"|"12574272"|"71159978"
|9||"QUBI"|"Quercus bicolor"|"swamp white oak"|"12574272"|"71160179"
|5||"QUIM"|"Quercus imbricaria"|"Shingle oak"|"12574272"|"71160397"
|12||"QUPA2"|"Quercus palustris"|"pin oak"|"12574272"|"71160833"
|2||"SANIC4"|"Sambucus nigra subsp. canadensis"|"common elderberry"|"12574272"|"71161459"
|2||"TACA7"|"Taxus canadensis"|"Canada yew"|"12574272"|"71161913"
|5||"THOC2"|"Thuja occidentalis"|"arborvitae"|"12574272"|"71161989"
|3||"VIDE"|"Viburnum dentatum"|"southern arrowwood"|"12574272"|"71162735"
|5||"VILE"|"Viburnum lentago"|"nannyberry"|"12574272"|"71162883"
|2||"VIOPA2"|"Viburnum opulus var. americanum"|"American cranberrybush"|"12574272"|"71163286"
|3||"VIPR"|"Viburnum prunifolium"|"blackhaw"|"12574272"|"71163579"
|3||"VIRU"|"Viburnum rufidulum"|"rusty blackhaw"|"12574272"|"71163742"
|3||"AMAR3"|"Amelanchier arborea"|"common serviceberry"|"12574271"|"71152505"
|5||"CAIL2"|"Carya illinoinensis"|"pecan"|"12574271"|"71153170"
|9||"CEOC"|"Celtis occidentalis"|"common hackberry"|"12574271"|"71153316"
