"mixed"|"12574670"|"9801073"
"smectitic"|"12574782"|"9801171"
"mixed"|"12574783"|"9801172"
"mixed"|"12574110"|"9800536"
"mixed"|"12574111"|"9800694"
"mixed"|"12574112"|"9800535"
"mixed"|"12574113"|"9800648"
"mixed"|"12574114"|"9800534"
"smectitic"|"12574431"|"9800855"
"mixed"|"12574432"|"9800856"
"mixed"|"12574434"|"9800857"
"mixed"|"12574435"|"9800858"
"mixed"|"12574436"|"9800859"
"smectitic"|"12574438"|"9800860"
"mixed"|"12574439"|"9800861"
"mixed"|"12574013"|"9800373"
"mixed"|"12574014"|"9800374"
"mixed"|"12574015"|"9800671"
"mixed"|"12574319"|"9800755"
"mixed"|"12574271"|"9800613"
"mixed"|"12574272"|"9800612"
"mixed"|"12574273"|"9800429"
"mixed"|"12574692"|"9801093"
"mixed"|"12574693"|"9801094"
"mixed"|"12574694"|"9801095"
"mixed"|"12574695"|"9801096"
"mixed"|"12574696"|"9801097"
