6452|"296917"|"182217"|"17095997"
5668|"296918"|"182217"|"17096079"
784|"296919"|"182217"|"17096162"
6452|"296920"|"182217"|"17096215"
6452|"296921"|"182217"|"17096313"
17441|"296917"|"182231"|"17095950"
14905|"296918"|"182231"|"17096039"
2536|"296919"|"182231"|"17096114"
17441|"296920"|"182231"|"17096220"
17441|"296921"|"182231"|"17096347"
1688|"296906"|"1029921"|"17094824"
1368|"296907"|"1029921"|"17095083"
320|"296908"|"1029921"|"17095221"
1688|"296911"|"1029921"|"17095426"
51804|"296906"|"1030108"|"17094864"
51644|"296907"|"1030108"|"17095031"
8|"296908"|"1030108"|"17095265"
152|"296909"|"1030108"|"17095366"
51804|"296911"|"1030108"|"17095442"
33349|"296906"|"1385633"|"17094699"
33179|"296907"|"1385633"|"17094913"
142|"296908"|"1385633"|"17095127"
28|"296909"|"1385633"|"17095304"
33349|"296911"|"1385633"|"17095468"
2927|"296906"|"1386213"|"17094898"
2613|"296907"|"1386213"|"17095049"
314|"296908"|"1386213"|"17095123"
2927|"296911"|"1386213"|"17095495"
25|"296906"|"1386836"|"17094749"
25|"296907"|"1386836"|"17094946"
25|"296911"|"1386836"|"17095575"
56806|"296906"|"1415639"|"17094784"
56463|"296907"|"1415639"|"17095076"
146|"296908"|"1415639"|"17095205"
197|"296909"|"1415639"|"17095320"
56806|"296911"|"1415639"|"17095550"
140|"296917"|"2650869"|"17095977"
140|"296918"|"2650869"|"17096068"
140|"296920"|"2650869"|"17096195"
140|"296921"|"2650869"|"17096304"
