"A-6"|"Yes"|"35934676"|"58795979"
"A-6"|"Yes"|"35934675"|"58795977"
"A-7-6"|"No "|"35934675"|"58795978"
"A-6"|"Yes"|"35934674"|"58795975"
"A-7-6"|"No "|"35934674"|"58795976"
"A-7-6"|"Yes"|"35934673"|"58795973"
"A-6"|"No "|"35934673"|"58795974"
"A-4"|"Yes"|"35934672"|"58795971"
"A-6"|"No "|"35934672"|"58795972"
"A-6"|"Yes"|"35934671"|"58795969"
"A-4"|"No "|"35934671"|"58795970"
"A-6"|"Yes"|"35934670"|"58795967"
"A-7-6"|"No "|"35934670"|"58795968"
"A-4"|"No "|"35934669"|"58795964"
"A-6"|"Yes"|"35934669"|"58795965"
"A-7-6"|"No "|"35934669"|"58795966"
"A-6"|"No "|"35934668"|"58795962"
"A-4"|"Yes"|"35934668"|"58795963"
"A-4"|"No "|"35934667"|"58795960"
"A-6"|"Yes"|"35934667"|"58795961"
"A-6"|"Yes"|"35934666"|"58795959"
"A-7-6"|"Yes"|"35934665"|"58795958"
"A-6"|"No "|"35934664"|"58795956"
"A-4"|"Yes"|"35934664"|"58795957"
"A-6"|"Yes"|"35934875"|"58796298"
"A-4"|"No "|"35934875"|"58796299"
"A-6"|"Yes"|"35934874"|"58796296"
"A-7-6"|"No "|"35934874"|"58796297"
"A-6"|"No "|"35934873"|"58796294"
"A-7-6"|"Yes"|"35934873"|"58796295"
"A-7-6"|"No "|"35934872"|"58796292"
"A-7-5"|"Yes"|"35934872"|"58796293"
"A-7-6"|"Yes"|"35934871"|"58796291"
"A-6"|"No "|"35934870"|"58796289"
"A-7-6"|"Yes"|"35934870"|"58796290"
"A-7-6"|"Yes"|"35934869"|"58796287"
"A-7-5"|"No "|"35934869"|"58796288"
"A-7-5"|"Yes"|"35934868"|"58796285"
"A-7-6"|"No "|"35934868"|"58796286"
"A-7-6"|"No "|"35934867"|"58796283"
"A-6"|"Yes"|"35934867"|"58796284"
"A-7-6"|"No "|"35934866"|"58796281"
"A-6"|"Yes"|"35934866"|"58796282"
"A-6"|"No "|"35934865"|"58796279"
"A-7-6"|"Yes"|"35934865"|"58796280"
"A-7-6"|"No "|"35934864"|"58796277"
"A-7-5"|"Yes"|"35934864"|"58796278"
"A-4"|"No "|"35934945"|"58796434"
"A-6"|"Yes"|"35934945"|"58796435"
"A-7-6"|"No "|"35934945"|"58796436"
"A-7-6"|"No "|"35934944"|"58796431"
"A-6"|"Yes"|"35934944"|"58796432"
"A-4"|"No "|"35934944"|"58796433"
"A-6"|"No "|"35934943"|"58796429"
"A-7-6"|"Yes"|"35934943"|"58796430"
"A-7-6"|"No "|"35934942"|"58796427"
"A-7-5"|"Yes"|"35934942"|"58796428"
"A-7-6"|"Yes"|"35934941"|"58796426"
"A-6"|"No "|"35934940"|"58796424"
"A-7-6"|"Yes"|"35934940"|"58796425"
"A-7-6"|"Yes"|"35934939"|"58796422"
"A-7-5"|"No "|"35934939"|"58796423"
"A-7-5"|"Yes"|"35934938"|"58796420"
"A-7-6"|"No "|"35934938"|"58796421"
"A-6"|"Yes"|"35934937"|"58796418"
"A-4"|"No "|"35934937"|"58796419"
"A-6"|"Yes"|"35934936"|"58796416"
"A-7-6"|"No "|"35934936"|"58796417"
"A-6"|"No "|"35934935"|"58796414"
"A-7-6"|"Yes"|"35934935"|"58796415"
"A-7-6"|"No "|"35934934"|"58796412"
"A-7-5"|"Yes"|"35934934"|"58796413"
"A-4"|"No "|"35935030"|"58796609"
"A-6"|"Yes"|"35935030"|"58796610"
"A-7-6"|"No "|"35935029"|"58796607"
"A-6"|"Yes"|"35935029"|"58796608"
"A-6"|"No "|"35935028"|"58796605"
"A-7-6"|"Yes"|"35935028"|"58796606"
"A-6"|"No "|"35935027"|"58796603"
"A-7-6"|"Yes"|"35935027"|"58796604"
"A-7-6"|"Yes"|"35935026"|"58796601"
"A-6"|"No "|"35935026"|"58796602"
"A-4"|"No "|"35934888"|"58796330"
"A-6"|"Yes"|"35934888"|"58796331"
"A-7-6"|"No "|"35934888"|"58796332"
"A-6"|"Yes"|"35934887"|"58796327"
"A-7-6"|"No "|"35934887"|"58796328"
"A-4"|"No "|"35934887"|"58796329"
"A-6"|"No "|"35934886"|"58796325"
"A-7-6"|"Yes"|"35934886"|"58796326"
"A-7-6"|"No "|"35934885"|"58796323"
"A-7-5"|"Yes"|"35934885"|"58796324"
"A-2-4"|"No "|"35934884"|"58796319"
"A-2-6"|"No "|"35934884"|"58796320"
"A-4"|"No "|"35934884"|"58796321"
"A-6"|"Yes"|"35934884"|"58796322"
"A-6"|"Yes"|"35934883"|"58796317"
"A-7-6"|"No "|"35934883"|"58796318"
"A-6"|"No "|"35934882"|"58796315"
"A-7-6"|"Yes"|"35934882"|"58796316"
"A-6"|"Yes"|"35934881"|"58796314"
"A-7-5"|"No "|"35934880"|"58796311"
"A-6"|"No "|"35934880"|"58796312"
"A-7-6"|"Yes"|"35934880"|"58796313"
"A-2-4"|"Yes"|"35934879"|"58796307"
"A-4"|"No "|"35934879"|"58796308"
"A-2-6"|"No "|"35934879"|"58796309"
"A-6"|"No "|"35934879"|"58796310"
"A-4"|"No "|"35934878"|"58796305"
"A-6"|"Yes"|"35934878"|"58796306"
"A-6"|"No "|"35934877"|"58796303"
"A-7-6"|"Yes"|"35934877"|"58796304"
"A-6"|"No "|"35934876"|"58796300"
"A-7-6"|"Yes"|"35934876"|"58796301"
"A-7-5"|"No "|"35934876"|"58796302"
"A-6"|"Yes"|"35934933"|"58796409"
"A-7-6"|"No "|"35934933"|"58796410"
"A-4"|"No "|"35934933"|"58796411"
"A-6"|"Yes"|"35934932"|"58796407"
"A-7-6"|"No "|"35934932"|"58796408"
"A-6"|"No "|"35934931"|"58796405"
"A-7-6"|"Yes"|"35934931"|"58796406"
"A-7-6"|"No "|"35934930"|"58796403"
"A-7-5"|"Yes"|"35934930"|"58796404"
"A-6"|"No "|"35934929"|"58796401"
"A-7-6"|"Yes"|"35934929"|"58796402"
"A-7-6"|"Yes"|"35934928"|"58796400"
"A-4"|"No "|"35934927"|"58796398"
"A-6"|"Yes"|"35934927"|"58796399"
"A-6"|"Yes"|"35934926"|"58796397"
"A-7-5"|"No "|"35934925"|"58796395"
"A-7-6"|"Yes"|"35934925"|"58796396"
"A-6"|"No "|"35934924"|"58796393"
"A-7-6"|"Yes"|"35934924"|"58796394"
"A-4"|"No "|"35933826"|"58794375"
"A-2-4"|"No "|"35933826"|"58794376"
"A-6"|"Yes"|"35933826"|"58794377"
"A-2-6"|"No "|"35933826"|"58794378"
"A-6"|"Yes"|"35933825"|"58794374"
"A-6"|"No "|"35933824"|"58794372"
"A-7-6"|"Yes"|"35933824"|"58794373"
"A-7-5"|"Yes"|"35933823"|"58794370"
"A-7-6"|"No "|"35933823"|"58794371"
"A-4"|"No "|"35933822"|"58794368"
"A-6"|"Yes"|"35933822"|"58794369"
"A-6"|"No "|"35933821"|"58794366"
"A-7-6"|"Yes"|"35933821"|"58794367"
"A-6"|"No "|"35933820"|"58794363"
"A-7-6"|"Yes"|"35933820"|"58794364"
"A-7-5"|"No "|"35933820"|"58794365"
"A-4"|"Yes"|"35933819"|"58794361"
"A-6"|"No "|"35933819"|"58794362"
