"CL"|"Yes"|"35934676"|"68181980"
"CL"|"Yes"|"35934675"|"68181978"
"ML"|"No "|"35934675"|"68181979"
"CL"|"Yes"|"35934674"|"68181976"
"ML"|"No "|"35934674"|"68181977"
"ML"|"No "|"35934673"|"68181974"
"CL"|"Yes"|"35934673"|"68181975"
"CL-ML"|"No "|"35934672"|"68181972"
"CL"|"Yes"|"35934672"|"68181973"
"CL"|"Yes"|"35934671"|"68181971"
"CL"|"Yes"|"35934670"|"68181970"
"CL-ML"|"No "|"35934669"|"68181968"
"CL"|"Yes"|"35934669"|"68181969"
"SC"|"No "|"35934668"|"68181964"
"SC-SM"|"No "|"35934668"|"68181965"
"CL"|"Yes"|"35934668"|"68181966"
"CL-ML"|"No "|"35934668"|"68181967"
"CL"|"Yes"|"35934667"|"68181963"
"CL"|"Yes"|"35934666"|"68181962"
"CH"|"No "|"35934665"|"68181960"
"CL"|"Yes"|"35934665"|"68181961"
"CL"|"Yes"|"35934664"|"68181957"
"CL-ML"|"No "|"35934664"|"68181958"
"ML"|"No "|"35934664"|"68181959"
"SC"|"Yes"|"35933826"|"68180220"
"SC-SM"|"No "|"35933826"|"68180221"
"CL-ML"|"No "|"35933826"|"68180222"
"CL"|"No "|"35933826"|"68180223"
"CL"|"Yes"|"35933825"|"68180219"
"CL"|"Yes"|"35933824"|"68180218"
"CL"|"No "|"35933823"|"68180216"
"MH"|"Yes"|"35933823"|"68180217"
"CL"|"Yes"|"35933822"|"68180215"
"CL"|"Yes"|"35933821"|"68180214"
"CL"|"No "|"35933820"|"68180212"
"ML"|"Yes"|"35933820"|"68180213"
"ML"|"No "|"35933819"|"68180206"
"CL-ML"|"No "|"35933819"|"68180207"
"CL"|"Yes"|"35933819"|"68180208"
"SC"|"No "|"35933819"|"68180209"
"SM"|"No "|"35933819"|"68180210"
"SC-SM"|"No "|"35933819"|"68180211"
"CL"|"Yes"|"35934875"|"68182390"
"CL"|"Yes"|"35934874"|"68182389"
"CL"|"Yes"|"35934873"|"68182388"
"CL"|"No "|"35934872"|"68182385"
"ML"|"No "|"35934872"|"68182386"
"MH"|"Yes"|"35934872"|"68182387"
"CH"|"Yes"|"35934871"|"68182383"
"CL"|"No "|"35934871"|"68182384"
"CH"|"No "|"35934870"|"68182381"
"CL"|"Yes"|"35934870"|"68182382"
"CH"|"Yes"|"35934869"|"68182378"
"CL"|"No "|"35934869"|"68182379"
"MH"|"No "|"35934869"|"68182380"
"MH"|"Yes"|"35934868"|"68182377"
"CL"|"Yes"|"35934867"|"68182376"
"CL"|"Yes"|"35934866"|"68182375"
"CH"|"No "|"35934865"|"68182373"
"CL"|"Yes"|"35934865"|"68182374"
"CL"|"No "|"35934864"|"68182370"
"ML"|"No "|"35934864"|"68182371"
"MH"|"Yes"|"35934864"|"68182372"
"CL"|"Yes"|"35934945"|"68182532"
"CL-ML"|"No "|"35934945"|"68182533"
"SC"|"No "|"35934945"|"68182534"
"SC-SM"|"No "|"35934945"|"68182535"
"CL"|"Yes"|"35934944"|"68182530"
"SC"|"No "|"35934944"|"68182531"
"CL"|"Yes"|"35934943"|"68182529"
"ML"|"No "|"35934942"|"68182526"
"MH"|"Yes"|"35934942"|"68182527"
"CL"|"No "|"35934942"|"68182528"
"CH"|"Yes"|"35934941"|"68182524"
"CL"|"No "|"35934941"|"68182525"
"CH"|"No "|"35934940"|"68182522"
"CL"|"Yes"|"35934940"|"68182523"
"CH"|"Yes"|"35934939"|"68182519"
"CL"|"No "|"35934939"|"68182520"
"MH"|"No "|"35934939"|"68182521"
"MH"|"Yes"|"35934938"|"68182518"
"CL"|"Yes"|"35934937"|"68182517"
"CL"|"Yes"|"35934936"|"68182516"
"CL"|"Yes"|"35934935"|"68182515"
"CL"|"No "|"35934934"|"68182512"
"ML"|"No "|"35934934"|"68182513"
"MH"|"Yes"|"35934934"|"68182514"
"CL"|"Yes"|"35935030"|"68182689"
"CL"|"Yes"|"35935029"|"68182688"
"CL"|"Yes"|"35935028"|"68182687"
"CL"|"Yes"|"35935027"|"68182686"
"CL"|"Yes"|"35935026"|"68182684"
"ML"|"No "|"35935026"|"68182685"
"CL-ML"|"No "|"35934888"|"68182418"
"SC-SM"|"No "|"35934888"|"68182419"
"CL"|"Yes"|"35934888"|"68182420"
"SC"|"No "|"35934888"|"68182421"
"SC"|"No "|"35934887"|"68182416"
"CL"|"Yes"|"35934887"|"68182417"
"CL"|"Yes"|"35934886"|"68182415"
"CL"|"No "|"35934885"|"68182412"
"MH"|"Yes"|"35934885"|"68182413"
"ML"|"No "|"35934885"|"68182414"
"SC-SM"|"No "|"35934884"|"68182407"
"SC"|"Yes"|"35934884"|"68182408"
"CL-ML"|"No "|"35934884"|"68182409"
"CL"|"No "|"35934884"|"68182410"
"SM"|"No "|"35934884"|"68182411"
"SC"|"No "|"35934883"|"68182405"
"CL"|"Yes"|"35934883"|"68182406"
"CL"|"Yes"|"35934882"|"68182404"
"CL"|"Yes"|"35934881"|"68182403"
"CL"|"No "|"35934880"|"68182401"
"ML"|"Yes"|"35934880"|"68182402"
"SC"|"No "|"35934879"|"68182396"
"CL-ML"|"No "|"35934879"|"68182397"
"CL"|"No "|"35934879"|"68182398"
"SM"|"No "|"35934879"|"68182399"
"SC-SM"|"Yes"|"35934879"|"68182400"
"SC"|"No "|"35934878"|"68182394"
"CL"|"Yes"|"35934878"|"68182395"
"CL"|"Yes"|"35934877"|"68182393"
"CL"|"No "|"35934876"|"68182391"
"ML"|"Yes"|"35934876"|"68182392"
"CL"|"Yes"|"35934933"|"68182511"
"CL"|"Yes"|"35934932"|"68182510"
"CL"|"Yes"|"35934931"|"68182508"
"CH"|"No "|"35934931"|"68182509"
"ML"|"No "|"35934930"|"68182505"
"CL"|"No "|"35934930"|"68182506"
"MH"|"Yes"|"35934930"|"68182507"
"CL"|"Yes"|"35934929"|"68182504"
"CH"|"No "|"35934928"|"68182502"
"CL"|"Yes"|"35934928"|"68182503"
"SC"|"No "|"35934927"|"68182500"
"CL"|"Yes"|"35934927"|"68182501"
"CL"|"Yes"|"35934926"|"68182499"
"MH"|"No "|"35934925"|"68182496"
"ML"|"No "|"35934925"|"68182497"
"CL"|"Yes"|"35934925"|"68182498"
"CL"|"No "|"35934924"|"68182494"
"ML"|"Yes"|"35934924"|"68182495"
