0|0|0|30|46|61|"Moist"|"131646434"|"80104480"
114|124|180|200|200|200|"Moist"|"131646434"|"80104481"
30|46|61|114|124|180|"Wet"|"131646434"|"80104482"
0|0|0|30|46|61|"Moist"|"131646435"|"80104483"
30|46|61|114|124|180|"Wet"|"131646435"|"80104484"
114|124|180|200|200|200|"Moist"|"131646435"|"80104485"
0|0|0|30|46|61|"Moist"|"131646436"|"80104486"
30|46|61|114|124|180|"Wet"|"131646436"|"80104487"
114|124|180|200|200|200|"Moist"|"131646436"|"80104488"
0|0|0|30|46|61|"Moist"|"131646437"|"80104489"
30|46|61|114|124|180|"Wet"|"131646437"|"80104490"
114|124|180|200|200|200|"Moist"|"131646437"|"80104491"
0|0|0|30|46|61|"Moist"|"131646438"|"80104492"
30|46|61|114|124|180|"Wet"|"131646438"|"80104493"
114|124|180|200|200|200|"Moist"|"131646438"|"80104494"
0|15|30|200|200|200|"Wet"|"131646440"|"80104495"
0|0|0|0|15|30|"Moist"|"131646440"|"80104496"
0|0|0|0|15|30|"Moist"|"131646444"|"80104497"
0|15|30|200|200|200|"Wet"|"131646444"|"80104498"
0|15|30|200|200|200|"Wet"|"131646445"|"80104499"
0|0|0|0|15|30|"Moist"|"131646445"|"80104500"
0|0|0|0|15|30|"Moist"|"131646447"|"80104501"
0|15|30|200|200|200|"Wet"|"131646447"|"80104502"
0|0|0|0|15|30|"Moist"|"131646449"|"80104503"
0|15|30|200|200|200|"Wet"|"131646449"|"80104504"
0|0|0|30|46|61|"Moist"|"131646271"|"80104329"
30|46|61|200|200|200|"Wet"|"131646271"|"80104330"
0|0|0|30|46|61|"Moist"|"131646274"|"80104331"
30|46|61|200|200|200|"Wet"|"131646274"|"80104332"
0|0|0|30|46|61|"Moist"|"131646275"|"80104333"
30|46|61|200|200|200|"Wet"|"131646275"|"80104334"
0|0|0|30|46|61|"Moist"|"131646278"|"80104335"
30|46|61|200|200|200|"Wet"|"131646278"|"80104336"
0|0|0|30|46|61|"Moist"|"131646279"|"80104337"
30|46|61|200|200|200|"Wet"|"131646279"|"80104338"
0|0|0|0|15|30|"Moist"|"131646284"|"80104339"
0|15|30|200|200|200|"Wet"|"131646284"|"80104340"
0|0|0|0|15|30|"Moist"|"131646287"|"80104341"
0|15|30|200|200|200|"Wet"|"131646287"|"80104342"
0|0|0|0|15|30|"Moist"|"131646288"|"80104343"
0|15|30|200|200|200|"Wet"|"131646288"|"80104344"
0|0|0|0|15|30|"Moist"|"131646291"|"80104345"
0|15|30|200|200|200|"Wet"|"131646291"|"80104346"
0|15|30|200|200|200|"Wet"|"131646294"|"80104347"
0|0|0|0|15|30|"Moist"|"131646294"|"80104348"
0|0|0|0|15|30|"Moist"|"131646298"|"80104349"
0|15|30|200|200|200|"Wet"|"131646298"|"80104350"
0|15|30|200|200|200|"Wet"|"131646299"|"80104351"
0|0|0|0|15|30|"Moist"|"131646299"|"80104352"
0|0|0|0|15|30|"Moist"|"131646302"|"80104353"
0|15|30|200|200|200|"Wet"|"131646302"|"80104354"
0|0|0|0|15|30|"Moist"|"131646303"|"80104355"
0|15|30|200|200|200|"Wet"|"131646303"|"80104356"
0|15|30|200|200|200|"Wet"|"131646306"|"80104357"
0|0|0|0|15|30|"Moist"|"131646306"|"80104358"
0|0|0|61|81|107|"Moist"|"131646760"|"80104747"
61|81|107|114|114|165|"Wet"|"131646760"|"80104748"
114|114|165|200|200|200|"Moist"|"131646760"|"80104749"
0|0|0|61|81|107|"Moist"|"131646761"|"80104750"
61|81|107|114|114|165|"Wet"|"131646761"|"80104751"
114|114|165|200|200|200|"Moist"|"131646761"|"80104752"
